titre_lieu,url_fiche,description,date_cree,date_revision,arrondissements,types,installations,activites,commodites,accessibilite,categories,statut_ouverture,horaire_par_jour,commentaires_horaire,reglementation,paiement,telephone,courriel,titre_lieu_adresse_postale,adresse_principale,adresse_secondaire,code_postal,ville,long,lat,X,Y
"Jardin du Monastère","https://montreal.ca/lieux/jardin-du-monastere","L'ancien stationnement Centre de services communautaires du Monastère situé à l’angle des rues Berri et des Utilités publiques, près de la station de métro Mont-Royal, a été transformé en espace d’agriculture urbaine.Le nouvel aménagement transitoire inclut :des bacs d’agriculture urbaine standards, pour enfants et accessibles universellement;des bacs de plantation en béton;des pots de jardinage en géotextile (Smart Pots);des tables à pique-nique standards et accessibles universellement;une toilette chimique accessible universellement;du marquage au sol.Qu’est-ce qu’un jardin collectif?Un jardin collectif, c’est un endroit où tout le monde est invité à participer à la plantation, à l’entretien et à la cueillette des fruits et légumes. Comme il s’agit de bacs d’agriculture urbaine pour toutes et tous, il faut penser à tout le monde et en laisser pour les autres. La CDC Plateau-Mont-Royal planifie les plantations avec l’aide des citoyen(ne)s engagés dans le projet. Ce projet est réalisé grâce à la collaboration de la CDC Plateau-Mont-Royal, du Centre de services communautaires du Monastère, de l’équipe mobile de médiation et d’intervention sociale (ÉMMIS), de Plein Milieu, de Resto Plateau et de citoyen(ne)s du quartier.","2024-01-09","2026-02-13","Le Plateau-Mont-Royal","Parc et jardins","Place","","Toilettes","Accessible en fauteuil roulant,Accessible en fauteuil roulant avec assistance,Adapté aux poussettes","",,"","","","","",,"Jardin du Monastère","Ancien stationnement du Centre de services communautaires du Monastère",,,"Montréal",-73.58070588243267,45.524716982435564,"298495.6","5042758.6"
"Place Gérald-Godin","https://montreal.ca/lieux/place-gerald-godin","La place Gérald-Godin sera réaménagée dans les prochaines années.","2020-05-28","2026-02-13","Le Plateau-Mont-Royal","Parc et jardins","Place","","","","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Place Gérald-Godin","Rue Berri",,,"Montréal",-73.581902747967,45.524719972623,"298402.1","5042759.1"
"Jardin communautaire Cabrini-Annexe","https://montreal.ca/lieux/jardin-communautaire-cabrini-annexe","Douze jardinets et 8 demi jardinets au sol sont offerts pour cultiver un potager, à faible coût. Il faut être membre pour en profiter. Les participants élisent un comité qui voit au bon fonctionnement du jardin communautaire. Il y a une cotisation à payer au comité pour l'achat de matériel et l'organisation des activités. En plus d'une aire de pique-nique et de supports pour vélos, vous y trouverez une remis pour ranger les outils de jardinage.","2021-01-22","2026-02-16","Mercier–Hochelaga-Maisonneuve","Parc et jardins","Jardin","","Aire de pique-nique,Support à vélo","Adapté aux poussettes","",,"","","","","",,"Jardin communautaire Cabrini-Annexe","6255, rue Cabrini",,"H1T3S4","Montréal",-73.56287427430983,45.580657191016115,"299893.4","5048974.1"
"Jardin communautaire Clément-Jetté Nord","https://montreal.ca/lieux/jardin-communautaire-clement-jette-nord","Des jardinets sont offerts pour cultiver un potager.Il faut être membre pour en profiter.Les participants élisent un comité qui voit au bon fonctionnement du jardin communautaire.Il y a une cotisation à payer au comité pour l'achat de matériel et l'organisation des activités.En plus d'offrir une aire de pique-nique et des toilettes chimiques accessibles universellement, le jardin offre des supports pour les vélos, un cabanon pour ranger les outils de jardinage et un grand poulailler.","2021-03-18","2026-02-16","Mercier–Hochelaga-Maisonneuve","Parc et jardins","Jardin","","Aire de pique-nique,Support à vélo,Toilettes","Accessible en fauteuil roulant,Accessible en fauteuil roulant avec assistance,Adapté aux poussettes","",,"","","","","",,"Jardin communautaire Clément-Jetté Nord","549 Rue Joffre",,"H1L2W6","Montréal",-73.515441265381,45.602072711421,"303595.4","5051352.3"
"Jardin communautaire de l'Institut universitaire en santé mentale de Montréal","https://montreal.ca/lieux/jardin-communautaire-de-linstitut-universitaire-en-sante-mentale-de-montreal","Le jardin communautaire de l'Institut universitaire en santé mentale de Montréal dispose de jardinets offerts pour cultiver un potager.Il faut être membre pour en profiter.Les participants élisent un comité qui voit au bon fonctionnement du jardin communautaire.Il y a une cotisation à payer au comité pour l'achat de matériel et l'organisation des activités.Le jardin offre plusieurs commodités dont une aire de pique-nique, une toilette chimique accessible universellement, des supports à vélo et un cabanon pour ranger les outils de jardinage.","2024-02-22","2026-02-16","Mercier–Hochelaga-Maisonneuve","Parc et jardins","Jardin","","Aire de pique-nique,Support à vélo,Toilettes","Accessible en fauteuil roulant,Accessible en fauteuil roulant avec assistance,Adapté aux poussettes","",,"","","","","",,"Jardin communautaire de l'Institut universitaire en santé mentale de Montréal","7401, rue Hochelaga","7401, rue Hochelaga, Mercier-Hochelaga-Maisonneuve","H1N3M5","Montréal",-73.52937099094652,45.588697180009746,"302508.3","5049866.1"
"Jardin communautaire Maisonneuve","https://montreal.ca/lieux/jardin-communautaire-maisonneuve","Des jardinets sont offerts pour cultiver un potager. Il faut être membre pour en profiter. Les participants élisent un comité qui voit au bon fonctionnement du jardin communautaire. Il y a une cotisation à payer au comité pour l'achat de matériel et l'organisation des activités. Le jardin communautaire Maisonneuve dispose de plusieurs commodités, dont une aire de pique-nique, une toilette chimique accessible universellement, des supports à vélos, un cabanon pour ranger les outils de jardinage et d'un module de jeu pour les enfants.","2021-01-25","2026-02-16","Mercier–Hochelaga-Maisonneuve","Parc et jardins","Jardin","","Aire de pique-nique,Module de jeu pour enfants,Support à vélo,Toilettes","Accessible en fauteuil roulant,Accessible en fauteuil roulant avec assistance,Adapté aux poussettes","",,"","","","","",,"Jardin communautaire Maisonneuve","Avenue Létourneux et rue de Rouen",,"H1V2N8","Montréal",-73.542403727607,45.554196270122,"301489.3","5046032.4"
"Jardin communautaire Monsabré","https://montreal.ca/lieux/jardin-communautaire-monsabre","Des jardinets sont offerts pour cultiver un potager. Il faut être membre pour en profiter. Les participants élisent un comité qui voit au bon fonctionnement du jardin communautaire. Il y a une cotisation à payer au comité pour l'achat de matériel et l'organisation des activités. Plusieurs commodités sont offertes dans le jardin dont une aire de pique-nique, une toilette chimique accessible universellement, des supports à vélos, un cabanon pour ranger les outils de jardinage, un module de jeu pour enfants et un poulailler.","2021-01-25","2026-02-16","Mercier–Hochelaga-Maisonneuve","Parc et jardins","Jardin","","Aire de pique-nique,Module de jeu pour enfants,Support à vélo,Toilettes","Accessible en fauteuil roulant,Adapté aux poussettes,Toilettes accessibles","",,"","","","","",,"Jardin communautaire Monsabré","Rue Monsabré et rue de Toulouse",,,"Montréal",-73.535292573081,45.5696205424,"302045.3","5047746.3"
"Parc Baldwin","https://montreal.ca/lieux/parc-baldwin","La pataugeoire et la piscine sont fermées parce qu'elles nécessitent des travaux majeurs.Utilisation d'un barbecue dans l'aire de pique-niqueIl est interdit d’utiliser un barbecue, alimenté au charbon de bois, ou tout autre combustible, à l’exception du gaz propane ou du butane, afin d'améliorer la qualité de vie et la sécurité dans nos parcs en plus d'enrayer les risques d'incendie sur le mobilier urbain ainsi que dans les enclos à déchets. Il est interdit également d'abandonner toutes bonbonnes de gaz ou de butane vides.Aussi à lire: Connaître les modalités de la collecte itinérante des résidus domestiques dangereuxAccessibilité des sentiers au cours de l'hiverConsultez cette carte des sentiers déneigés cet hiver dans le parc","2019-10-09","2026-02-17","Le Plateau-Mont-Royal","Parc et jardins","Parc","","Aire de pique-nique,Composteurs communautaires,Fontaine d'eau potable,Support à hamac,Table de ping pong","Places de stationnement réservées (vignette)","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc Baldwin","4355, rue Fullum",,"H2H1N1","Montréal",-73.567328453064,45.536911230574,"299541.7","5044112.8"
"Parc Denise-Morelle","https://montreal.ca/lieux/parc-denise-morelle","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.Aires de jeu accessibles toute l’annéeLes balançoires et autres modules des parcs avec aires de jeux de l’arrondissement sont maintenant disponibles toute l’année.La prudence demeure de mise, surtout lors de périodes de gel.","2019-09-13","2026-02-17","Le Plateau-Mont-Royal","Parc et jardins","Parc","","Module de jeu pour enfants","","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc Denise-Morelle","4394, rue Rivard",,"H2J2M9","Montréal",-73.580927,45.523665,"298478.2","5042641.8"
"Centre Roger-Rousseau","https://montreal.ca/lieux/centre-roger-rousseau","Le centre ouvre ses portes à divers organismes partenaires d'Anjou pour l'organisation d'activités allant du bingo à la danse en ligne. Il dispose également d'une cuisine communautaire et d'une salle multifonctionnelle d'une capacité de 550 personnes.Le centre a tout récemment connu une cure de rajeunissement majeure, visant notamment à rendre ses installations accessibles universellement. Les usagers accèdent maintenant à un nouvel ascenseur qui dessert l’ensemble des étages. L’entrée principale et l'aire d'accueil ont été modernisées et le nouvel aménagement est lumineux à souhait grâce à sa façade redessinée.Les travaux ont également permis d'ajouter 200 places à la salle multifonctionnelle. Il s'agit d'un gain important pour la communauté, puisque l'arrondissement ne disposait auparavant d'aucune salle de cette ampleur.Le saviez-vous? Le centre Roger-Rousseau constituait autrefois le chalet du parc du même nom. La dénomination du parc Roger-Rousseau a remplacé celle d'Alexandre en 1977, exactement un an jour pour jour après l'ouverture des Jeux Olympiques de 1976. Roger Rousseau était le président et le commissaire général des Jeux Olympiques de 1976 et c'est en son honneur que les deux installations sont nommées.","2019-08-21","2026-02-17","Anjou","Culturels et communautaires","Centre communautaire","","Air climatisé,Borne de recharge voiture,Fontaine d'eau potable,Machine distributrice,Stationnement gratuit,Support à vélo,Table à langer,Toilettes,Vestiaire,Wi-Fi gratuit","Accessible en fauteuil roulant,Adapté aux poussettes,Ascenseur,Entrée de plain-pied,Stationnement accessible,Toilettes accessibles,Zone de débarcadère,Zone de débarcadère pour transport adapté","",,"Horaire habituel: [lundi 09:00-20:00, mardi 09:00-20:00, mercredi 09:00-20:00, jeudi 09:00-20:00, vendredi 09:00-20:00, samedi 09:00-20:00, dimanche 09:00-20:00]","","","","numéro: 5144938234",,"Centre Roger-Rousseau","7501, avenue Rondeau",,"H1K2P3","Montréal",-73.549869,45.61682,"300910.8","5052992.3"
"Jardin communautaire du parc Dupéré","https://montreal.ca/lieux/jardin-communautaire-du-parc-dupere","Des jardinets sont offerts pour cultiver un potager. Il faut être membre pour en profiter. Les participants élisent un comité qui voit au bon fonctionnement du jardin communautaire. Il y a une cotisation à payer au comité pour l'achat de matériel et l'organisation des activités. Le jardin dispose de 169 jardinets au sol et 5 bacs surélevés et possède plusieurs commodités dont une aire de pique-nique, une toilette dans un chalet accessible universellement, des supports pour vélos et un cabanon pour ranger les outils de jardinage.","2021-01-22","2026-02-17","Mercier–Hochelaga-Maisonneuve","Parc et jardins","Jardin","","Aire de pique-nique,Support à vélo,Toilettes","Accessible en fauteuil roulant,Accessible en fauteuil roulant avec assistance,Adapté aux poussettes","",,"","","","","",,"Jardin communautaire du parc Dupéré","Rue Saint-Donat et rue de Forbin-Janson",,"H1K3N6","Montréal",-73.533988480748,45.601220646301,"302148.6","5051258.0"
"Jardin communautaire Hochelaga","https://montreal.ca/lieux/jardin-communautaire-hochelaga","Des jardinets sont offerts pour cultiver un potager.Il faut être membre pour en profiter.Les participants élisent un comité qui voit au bon fonctionnement du jardin communautaire.Il y a une cotisation à payer au comité pour l'achat de matériel et l'organisation des activités.Le jardin dispose de 27 jardinets au sol, d'une aire de pique-nique, de supports à vélo et d'un cabanon pour ranger les outils de jardinage.","2024-02-22","2026-02-17","Mercier–Hochelaga-Maisonneuve","Parc et jardins","Jardin","","Aire de pique-nique,Support à vélo","Accessible en fauteuil roulant,Accessible en fauteuil roulant avec assistance,Adapté aux poussettes","",,"","","","","",,"Jardin communautaire Hochelaga","1889, rue Cuvillier",,"H1W2Z8","Montréal",-73.54374205852463,45.543184266009064,"301384.2","5044808.7"
"Jardin communautaire Arc-en-sol","https://montreal.ca/lieux/jardin-communautaire-arc-en-sol","Des jardinets sont offerts pour cultiver un potager.Il faut être membre pour en profiter.Les participants élisent un comité qui voit au bon fonctionnement du jardin communautaire.Il y a une cotisation à payer au comité pour l'achat de matériel et l'organisation des activités.Le jardin communautaire Arc-en-sol offre plusieurs commodités dont une aire de pique-nique, une toilette chimique accessible universellement, un support à vélo et un cabanon pour ranger les outils de jardinage.","2021-01-22","2026-02-17","Mercier–Hochelaga-Maisonneuve","Parc et jardins","Jardin","","Aire de pique-nique,Support à vélo,Toilettes","Accessible en fauteuil roulant,Accessible en fauteuil roulant avec assistance,Adapté aux poussettes","",,"","","","","",,"Jardin communautaire Arc-en-sol","Rue Arcand",,"H1N3P8","Montréal",-73.532601940522,45.58213905412,"302255.9","5049137.4"
"Jardin communautaire BP Tétreaultville","https://montreal.ca/lieux/jardin-communautaire-bp-tetreaultville","Des jardinets sont offerts pour cultiver un potager. Il faut être membre pour en profiter. Les participants élisent un comité qui voit au bon fonctionnement du jardin communautaire. Il y a une cotisation à payer au comité pour l'achat de matériel et l'organisation des activités. Le jardin BP Tétreaultville offre plusieurs commodités dont une aire de pique-nique, des supports pour vélo et un cabanon pour ranger les outils de jardinage.","2021-01-22","2026-02-17","Mercier–Hochelaga-Maisonneuve","Parc et jardins","Jardin","","Aire de pique-nique,Support à vélo,Toilettes","Accessible en fauteuil roulant,Accessible en fauteuil roulant avec assistance,Adapté aux poussettes","",,"","","","","",,"Jardin communautaire BP Tétreaultville","Rue Aubry et rue de Marseille",,,"Montréal",-73.523905840666,45.609458286521,"302935.4","5052173.2"
"Jardin communautaire Jacques-Charbonneau","https://montreal.ca/lieux/jardin-communautaire-jacques-charbonneau","Des jardinets sont offertes pour cultiver un potager. Il faut être membre pour en profiter. Les participants élisent un comité qui voit au bon fonctionnement du jardin communautaire. Il y a un cotisation à payer au comité pour l'achat de matériel et l'organisation des activités. Le jardin Jacques-Charbonneau offre plusieurs commodités dont une aire de pique-nique, des supports pour vélos et un cabanon pour ranger les outils de jardinage.","2021-01-22","2026-02-17","Mercier–Hochelaga-Maisonneuve","Parc et jardins","Jardin","","Aire de pique-nique,Support à vélo,Toilettes","Accessible en fauteuil roulant,Accessible en fauteuil roulant avec assistance,Adapté aux poussettes","",,"","","","","",,"Jardin communautaire Jacques-Charbonneau","6605 Rue Cabrini",,"H1T2J8","Montréal",-73.566286917776,45.581703967098,"299627.2","5049090.7"
"Jardin communautaire Marseille","https://montreal.ca/lieux/jardin-communautaire-marseille","Onze jardinets sont offertes pour cultiver un potager. Il faut être membre pour en profiter. Les participants élisent un comité qui voit au bon fonctionnement du jardin communautaire. Il y a un cotisation à payer au comité pour l'achat de matériel et l'organisation des activités. Le jardin dispose de 11 jardinets au sol, d'une aire de pique-nique dans le parc et d'une remise pour ranger les outils de jardinage.","2021-01-25","2026-02-17","Mercier–Hochelaga-Maisonneuve","Parc et jardins","Jardin","","Aire de pique-nique","Accessible en fauteuil roulant,Accessible en fauteuil roulant avec assistance,Adapté aux poussettes","",,"","","","","",,"Jardin communautaire Marseille","Rue Du Quesne et rue de Marseille",,"H1N1K8","Montréal",-73.541516237852,45.576425219137,"301559.9","5048502.7"
"Chalet du parc Saint-Viateur","https://montreal.ca/lieux/chalet-du-parc-saint-viateur","Le chalet du parc Saint-Viateur est présentement en rénovation à la suite d'un incendie majeur. Une réouverture partielle est prévue sous peu. Des toilettes sèches sont disponibles à l'extérieur. Merci de votre compréhension.","2021-02-10","2026-02-18","Outremont","Parc et jardins","Chalet","","","","","Fermé temporairement","","","","","",,"Chalet du parc Saint-Viateur","530, avenue Querbes",,"H2V3W5","Montréal",-73.606416027985,45.520993914226,"296486.7","5042347.2"
"Jardin communautaire Pierre-Bernard","https://montreal.ca/lieux/jardin-communautaire-pierre-bernard","Vingt-cinq jardinets sont offerts pour cultiver un potager.Il faut être membre pour en profiter.Les participants élisent un comité qui voit au bon fonctionnement du jardin communautaire.Il y a un cotisation à payer au comité pour l'achat de matériel et l'organisation des activités.Le jardin Pierre-Bernard offre plusieurs commodités telles qu'une aire de pique-nique, des support à vélos et un cabanon pour ranger les outils de jardinage.","2021-01-26","2026-02-18","Mercier–Hochelaga-Maisonneuve","Parc et jardins","Jardin","","Aire de pique-nique,Support à vélo,Toilettes","Accessible en fauteuil roulant,Accessible en fauteuil roulant avec assistance,Adapté aux poussettes,Toilettes accessibles","",,"","","","","",,"Jardin communautaire Pierre-Bernard","Boulevard Pierre-Bernard et rue Bisaillon",,"H1L6L3","Montréal",-73.529566022399,45.607297761312,"302493.8","5051933.2"
"Parc Olivier-Robert","https://montreal.ca/lieux/parc-olivier-robert","espaces voués à la détente et à la socialisation avec du mobilier urbain : bancs, bancs-balançoires, tables à pique-nique, etc.;aires de jeux et d’entraînement complémentaires aux aires de jeu pour les 18 mois à 5 ans et les 5 à 12 ans du parc Sainte-Marie (piste à rouleaux multifonctionnelle, balançoires, exerciseurs, bloc d’escalade, billots de bois et structure de grimpe sur mesure);offre des sources de rafraîchissement (fontaine à boire et brumisateur).","2019-09-27","2026-02-19","Ville-Marie","Parc et jardins","Parc","","Aire de pique-nique,Circuit d'entraînement,Fontaine d'eau potable,Module de jeu pour enfants,Module de jeu pour tout-petits,Support à vélo","Accessible en fauteuil roulant,Adapté aux poussettes","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc Olivier-Robert","2325, boulevard De Maisonneuve Est",,"H3H1L6","Montréal",-73.54961316423017,45.52817966091695,"300924.7","5043141.5"
"Parc Michel-Ange","https://montreal.ca/lieux/parc-michel-ange","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2022-01-20","2026-02-26","Villeray–Saint-Michel–Parc-Extension","Parc et jardins","Parc","","Aire de pique-nique,Module de jeu pour enfants","","","Fermé temporairement","Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc Michel-Ange","3615 rue Michel-Ange",,"H2A1J3","Montréal",-73.59636419087572,45.56334364974529,"297277.6","5047052.6"
"Aréna Chaumont","https://montreal.ca/lieux/arena-chaumont","Fermetures spécialesLes horaires peuvent varier de 15 minutes en raison de l’entretien de la glace avant et après les activités.L'aréna sera fermé les 24 et 25 décembre ainsi que le 1er janvier.Du 19 janvier au 1er février, il n'y aura pas de patinage libre en raison de la tenue du tournoi M13. Vous êtes invités à venir encourager les jeunes de la catégorie dans un tournoi d'hockey les soirs de semaine et les fins de semaine.","2019-08-19","2026-02-26","Anjou","Sportifs et récréatifs","Aréna","Hockey,Patinage","Douches,Fontaine d'eau potable,Machine distributrice,Stationnement gratuit,Toilettes,Vestiaire","","",,"","","Les enfants de 8 ans et moins doivent être accompagnés d’un adulte.Le port du casque est fortement recommandé.Une surveillance des lieux est assurée durant les heures d’ouverture.","Argent comptant,Carte de débit","numéro: 5144938256",,"Aréna Chaumont","8750, avenue Chaumont",,"H1K4E8","Montréal",-73.545777,45.61104,"301229.6","5052349.7"
"La STATION - Maison intergénérationnelle","https://montreal.ca/lieux/la-station-maison-intergenerationnelle","La Station a été conçue entre 1967 et 1968 par l'architecte de renommée internationale, Mies Van Der Rohe.Consultez les tarifs des activités et des abonnements sur le site web de La Station.","2019-12-19","2026-02-26","Verdun","Culturels et communautaires","Centre communautaire","","Air climatisé,Fontaine d'eau potable,Table à langer,Wi-Fi gratuit","Bouton-poussoir à l'entrée du bâtiment,Entrée accessible alternative,Entrée de plain-pied,Zone de débarcadère","",,"Horaire habituel: [lundi 09:00-20:00, mardi 09:00-20:00, mercredi 09:00-20:00, jeudi 09:00-20:00, vendredi 09:00-22:00, samedi 09:00-12:00]","","","","numéro: 5147664301","station@actionpreventionverdun.org","La STATION - Maison intergénérationnelle","201, rue Berlioz, Verdun",,"H3E1C1","Montréal",-73.544614,45.460121,"301310.9","5035577.9"
"Parc linéaire du Réseau-Vert","https://montreal.ca/lieux/parc-lineaire-du-reseau-vert","Une aire d'entraînement pour adultes Trekfit accessible aux personnes aînées et à mobilité réduite est mise à votre disposition à l'angle de la rue Henri-Julien.","2019-10-02","2026-03-02","Rosemont–La Petite-Patrie","Parc et jardins","Parc","","Aire de pique-nique,Circuit d'entraînement","Adapté aux poussettes","",,"Horaire habituel: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc linéaire du Réseau-Vert","Le long de la voie ferrée parallèle à la rue Dandurand","Le long de la voie ferrée du Canadien Pacific","H1Y3H8","Montréal",-73.563395,45.547555,"299849.8","5045295.4"
"Comptoir des permis – Le Plateau-Mont-Royal","https://montreal.ca/lieux/comptoir-des-permis-le-plateau-mont-royal","Il est possible de se présenter au comptoir des permis du Plateau-Mont-Royal sans rendez-vous.Toutefois, en raison de l’achalandage et de la durée variable du traitement des dossiers, il est préférable d’arriver avant 11 h le matin (sauf les mercredis matins, car le comptoir n'ouvre qu'en après-midi ce jour-là) et 15 h l’après-midi.Dans le cas d’un projet d’agrandissement ou de nouvelle construction, vous devez écrire à infoagrandissement@montreal.ca pour obtenir un rendez-vous pour la rencontre préliminaire à la demande de permis. Pour plus de détails, consultez la page Agrandissements et nouvelles constructions.Vous pouvez aussi acheminer vos questions sur les travaux de rénovation, de construction, de démolition ou de zonage à infopermisplateau@montreal.ca. Toutefois, en raison du grand nombre de demandes, le délai de traitement est de plusieurs jours.Quant aux questions relatives au permis d'occupation temporaire du domaine public, vous devez écrire à entraves.plateau@montreal.ca. Pour limiter vos déplacements, vous pouvez déposer certaines demandes de permis en ligne : Rénovations intérieuresRénovations extérieuresCertificat d'occupation commercialePermis d'enseigne commerciale (certificat d'autorisation d'affichage)Permis d'excavationPermis d'utilisation d'une borne d'incendiePermis pour essai hydraulique (test sur une borne d'incendie)Travaux aux branchements d'eau et d'égoutEnfin, les demandes de permis suivantes se font seulement en ligne ou par courriel :Café-terrasse sur le domaine publicPlacottoirOccupation temporaire du domaine publicEntrée charretièrePermis de coupe** Dans le cas d'un permis de coupe ou pour des renseignements à cet effet, aucune demande n'est prise au comptoir; vous devez plutôt écrire à : etudestechniques.pmr@montreal.ca. Les modes de paiement acceptés sont les chèques certifiés, la traite bancaire ou la carte de débit.Notes supplémentaires relatives à l'accessibilité universelleIl y a trois marches à l'entrée principale sur l'avenue Laurier Est, mais aucune à l'entrée sur De Gaspé.Vous pouvez prendre l'ascenseur au rez-de-chaussée ou gravir les 5 étages. L'escalier est pourvu d'une main courante.La table à langer peut servir aussi pour un adulte de petite taille.","2019-10-25","2026-03-02","Le Plateau-Mont-Royal","Points de service","Comptoir de permis","","Air climatisé,Fontaine d'eau potable,Table à langer,Toilettes","Accessible en fauteuil roulant,Accessible en fauteuil roulant avec assistance,Adapté aux poussettes,Ascenseur,Bouton-poussoir à l'entrée de la toilette accessible,Bouton-poussoir à l'entrée du bâtiment,Porte à ouverture automatique,Toilette accessible individuelle,Toilettes accessibles,Toilettes mixtes,Zone de débarcadère,Zone de débarcadère pour transport adapté","",,"Horaire habituel: [lundi 08:30-12:00, mardi 08:30-12:00, mercredi 13:00-16:30, jeudi 08:30-12:00, vendredi 08:30-12:00]","","","Argent comptant (limite de 500 $ par jour),Carte de crédit MasterCard et Visa (limite de 5000 $),Carte de débit,Chèque à l'ordre de la Ville de Montréal,Mandat postal à l’ordre de la Ville de Montréal","numéro: 5148720311","infopermisplateau@montreal.ca","Comptoir des permis – Le Plateau-Mont-Royal","201, avenue Laurier Est","5e étage","H2T3E6","Montréal",-73.591167,45.525128,"297678.4","5042805.2"
"Piscine du Complexe sportif de l'école secondaire d'Anjou","https://montreal.ca/lieux/piscine-du-complexe-sportif-de-lecole-secondaire-danjou","","2019-11-04","2026-03-02","Anjou","Sportifs et récréatifs","Piscine intérieure","Baignade","Air climatisé,Douches,Fontaine d'eau potable,Stationnement gratuit,Support à vélo,Toilettes,Vestiaire","Accessible en fauteuil roulant,Entrée de plain-pied,Stationnement accessible,Toilettes accessibles,Zone de débarcadère","",,"Horaire habituel d’hiver à partir du 3 janvier: [samedi 14:00-16:00, dimanche 14:00-16:00], Fermé - période de fermeture à partir du 8 juin, Horaire habituel d’automne à partir du 6 septembre: [samedi 14:00-16:00, dimanche 14:00-16:00]","15 h 30 à 16 h – Couloir réservé à la nage en longueur (sur demande)","Un jeune baigneur peut se présenter seul à la piscine s’il respecte la grandeur minimale indiquée à l’entrée de l’installation. Un enfant n’ayant pas la grandeur minimale requise peut néanmoins accéder à la piscine sans être accompagné s’il se conforme aux règles suivantes :Il sait nager.Il suit les consignes.Il s’oriente sur le site.Il se rend seul à la toilette.Maillot, bonnet de bain et couche aquatiqueLe port du maillot de bain est obligatoire. Celui-ci doit servir uniquement à la baignade et il doit aussi permettre de nager librement. Le port du bonnet de bain est obligatoire pour les usagers ayant les cheveux plus longs que la nuque. De plus, la couche aquatique est obligatoire pour les bébés.DoucheLa douche avant la baignade est obligatoire pour tous.CadenasIl est préférable d’apporter un cadenas afin de l’apposer sur votre casier.","Argent comptant","numéro: 5144938223",,"Piscine du Complexe sportif de l'école secondaire d'Anjou","5515, avenue de l'Aréna",,"H1K4C9","Montréal",-73.540687986112,45.602617349317,"301626.0","5051413.5"
