titre_lieu,url_fiche,description,date_cree,date_revision,arrondissements,types,installations,activites,commodites,accessibilite,categories,statut_ouverture,horaire_par_jour,commentaires_horaire,reglementation,paiement,telephone,courriel,titre_lieu_adresse_postale,adresse_principale,adresse_secondaire,code_postal,ville,long,lat,X,Y
"Parc Thomas-Valin","https://montreal.ca/en/places/parc-thomas-valin","Located in the far east of the Arrondissement de Ville-Marie, the park was developed according to permaculture principles. You can see a pond, perennial and native plants and you can fill your water bottle there.
","2023-10-27","2025-02-21","Ville-Marie","Parks and gardens","Park","","","","",,"","","","","",,"Parc Thomas-Valin","Au coin des rues Ontario Est et Lespérance",,"H2K1X3","Montréal",-73.54935072931416,45.538172466561065,"300945.8","5044252.0"
"Place À-Ma-Baie","https://montreal.ca/en/places/place-ma-baie","A gathering place for neighbours to meet and exchange ideas in proximity to the Gerry Robertson Community Centre.
","2023-11-02","2025-02-21","Pierrefonds-Roxboro","Parks and gardens","Place","","Picnic area,Free parking","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Place À-Ma-Baie","9665, boulevard Gouin Ouest",,"H8Y1R4","Montréal",-73.783267,45.504773,"282664.5","5040578.1"
"Ruelle bleue-verte","https://montreal.ca/en/places/ruelle-bleue-verte","What is a blue-green alley? 
A blue-green alley is an alley specially designed to improve stormwater management. The roof drains of one or more buildings are not connected to the sewer system, to let stormwater benefit the local ecosystem. Advantages of this method include greater resilience to heavy rainfall, reduced heat islands and backflow into streams and the river, and increased biodiversity. Find out more about the Blue-Green Alleys (in French) project and discover the interpretation signs on site. 
Bâtiment 7 
Le 7 À NOUS, the organization that owns Bâtiment 7, is overseeing the project. It is using the alley to manage the rainwater that runs off its building in a resilient and ecological way. This new approach highlights our willingness to do things differently to save our planet. It can inspire other Montréal boroughs and Québec municipalities to take similar steps. 
CN shops 
The blue-green alley is the first in a series of future parks and green spaces that will completely transform the former CN shops area of Pointe-Saint-Charles into a district where modernity and ecological transition go hand in hand. Find out more (in French).
","2023-12-15","2025-02-21","Le Sud-Ouest","Parks and gardens","Park","","","","",,"","","","","",,"Ruelle bleue-verte","At the corner of Rue Le Ber and Rue Sainte-Madeleine",,"H3K2A4","Montréal",-73.55184920892533,45.48082667063997,"300746.6","5037879.2"
"Parc Marcel-Laurin athletics track","https://montreal.ca/en/places/parc-marcel-laurin-athletics-track","This section of Parc Marcel-Laurin is designed for track and field. The track is lighted until 11 p.m.
","2024-02-16","2025-02-21","Saint-Laurent","Sports and recreation","Athletics field","","","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc Marcel-Laurin athletics track","2345 Boulevard Thimens",,"H4R1T4","Montréal",-73.70332003056332,45.50862588555815,"288912.9","5040987.4"
"Salle d’entraînement du Complexe sportif de Saint-Laurent","https://montreal.ca/en/places/salle-dentrainement-du-complexe-sportif-de-saint-laurent","Quelques programmes de mise en forme pour les citoyennes et les citoyens sont aussi offerts. Contactez le club Centre excellence sportive de Saint-Laurent pour en savoir plus sur les activités et sur l'accès à l’installation.","2024-02-15","2025-02-21","Saint-Laurent","Sports and recreation","Sports centre","","Air conditioning,Exercise equipment,Free Wi-Fi","Wheelchair accessible,Elevator,Ground-level entrance,Reserved parking spaces (permit),Access ramp,Accessible parking,Accessible washrooms,Drop-off zone,Paratransit drop-off zone","",,"","","","","numéro: 5148556110",,"Salle d’entraînement du Complexe sportif de Saint-Laurent","2385, boulevard Thimens",,"H4R1T4","Montréal",-73.703017,45.507608,"288936.3","5040874.2"
"Place du Marché-du-Nord","https://montreal.ca/en/places/place-du-marche-du-nord","Bordering on Jean-Talon market, the Place du Marché-du-Nord will be welcoming you as a pedestrian street from Thursday to Sunday all summer long. Enjoy the animation, lush terrasses and creative furniture during your stroll. A joyful place to visit this summer!","2024-05-07","2025-02-21","Rosemont–La Petite-Patrie","Sports and recreation","Rue piétonne","","","","",,"","","","","",,"Place du Marché-du-Nord","Between Avenue Casgrain and Avenue Henri-Julien",,,"Montréal",-73.61456516780281,45.53571470824215,"295852.4","5043984.0"
"Allée des Tanneries","https://montreal.ca/en/places/allee-des-tanneries","It is located in an area that was home to the tanning industry for many years, hence its name","2024-07-25","2025-02-21","Le Sud-Ouest","Parks and gardens","Park","Biking","Picnic area,Bike stand","","",,"","","","","",,"Allée des Tanneries","Located between Rue Saint-Rémi and Parc Émile-Berliner",,,"Montréal",-73.59213,45.47363,"297596.7","5037082.3"
"Parc Gabriel-Lenoir-Dit-Rolland","https://montreal.ca/en/places/parc-gabriel-lenoir-dit-rolland","It is named after Gabriel Lenoir dit Rolland (1688-1751), a merchant and tanner in Montreal. He was apprenticed to master tanner Charles Delaunay.","2024-07-25","2025-02-21","Le Sud-Ouest","Parks and gardens","Park","Biking","Bike repair station,Bike stand","","",,"","","","","",,"Parc Gabriel-Lenoir-Dit-Rolland","Located north of Rue Cazelais",,,"Montréal",-73.59556,45.47401,"297328.5","5037124.8"
"Parc Pierre-Perrault","https://montreal.ca/en/places/parc-pierre-perrault","Park for taking in the natural scenery and enjoying outdoor activities.","2024-07-18","2025-02-21","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Park","","Exercise equipment,Picnic area,Training circuit,Drinking fountain,Bike stand","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc Pierre-Perrault","8453, boulevard Gouin Est",,"H1E2P6","Montréal",-73.59297510424773,45.64737357529941,"297553.0","5056390.8"
"Parc André-Cailloux","https://montreal.ca/en/places/parc-andre-cailloux","Park for taking in the natural scenery and enjoying outdoor activities.","2024-07-18","2025-02-21","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Park","","Picnic area,Public brown bins,Children's playground,Toddler playground","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc André-Cailloux","6789 boulevard Perras",,"H1E5N9","Montréal",-73.61677151733869,45.62669119501547,"295694.8","5054094.7"
"Parc de Campobasso","https://montreal.ca/en/places/parc-de-campobasso","Park for taking in the natural scenery and enjoying outdoor activities.","2024-07-18","2025-02-21","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Park","","Picnic area","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc de Campobasso","Avenue Louis-Lumière",,"H1E7R7","Montréal",-73.58044218890014,45.64650654998118,"298529.7","5056293.4"
"Parc Versailles","https://montreal.ca/en/places/parc-versailles","Park for taking in the natural scenery and enjoying outdoor activities.","2024-07-18","2025-02-21","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Park","","Picnic area,Children's playground,Toddler playground","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc Versailles","Rue Versailles",,"H1B3B4","Montréal",-73.50764244538243,45.65077045893915,"304204.3","5056764.1"
"Parc de la Terrasse-Fleurie","https://montreal.ca/en/places/parc-de-la-terrasse-fleurie","Park for taking in the natural scenery and enjoying outdoor activities.","2024-07-19","2025-02-21","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Park","","Picnic area","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc de la Terrasse-Fleurie","Terrasse Fleurie",,"H1B1N2","Montréal",-73.50475657134703,45.65003567636697,"304429.3","5056682.4"
"Parc Yvonne-Audet","https://montreal.ca/en/places/parc-yvonne-audet","Park for taking in the natural scenery and enjoying outdoor activities.","2024-07-19","2025-02-21","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Park","","","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc Yvonne-Audet","1160, 91e Avenue",,"H1A2G3","Montréal",-73.48894665109842,45.696979378642766,"305660.8","5061899.5"
"Parc-école Notre-Dame","https://montreal.ca/en/places/parc-ecole-notre-dame","Park for taking in the natural scenery and enjoying outdoor activities.","2024-07-19","2025-02-21","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Park","","Drinking fountain,Children's playground,Bike stand","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc-école Notre-Dame","rue Notre-Dame Est",,"H1A1V6","Montréal",-73.49367607642536,45.67297659983714,"305292.7","5059231.9"
"Parc Lily-Tasso","https://montreal.ca/en/places/parc-lily-tasso","Park for taking in the natural scenery and enjoying outdoor activities.","2024-07-19","2025-02-21","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Park","","Toddler playground","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc Lily-Tasso","boulevard Perras and avenue du Fief-Carion",,,"Montréal",-73.53744870534638,45.673764611562774,"301882.4","5059320.2"
"LaSalle closed-loop bike track","https://montreal.ca/en/places/lasalle-closed-loop-bike-track","The course has trails for all levels. It's a perfect place for all ages and ideal for everything from family outings to athletic training. It runs alongside Canal de l'Aqueduc and is open to everyone.","2024-10-04","2025-02-21","LaSalle","Sports and recreation","BMX track and pumptrack","Biking","Bike repair station","Wheelchair accessible,Wheelchair accessible with assistance","",,"Regular schedule: [lundi 07:00-23:00, mardi 07:00-23:00, mercredi 07:00-23:00, jeudi 07:00-23:00, vendredi 07:00-23:00, samedi 07:00-23:00, dimanche 07:00-23:00]","","","","",,"LaSalle closed-loop bike track","Along Champlain Boulevard, at the level of 2nd Avenue",,"H8P1G7","Montréal",-73.6015009644181,45.43425265157985,"296858.4","5032707.2"
"Piano public de la maison de la culture Claude-Léveillée","https://montreal.ca/en/places/piano-public-de-la-maison-de-la-culture-claude-leveillee","The piano is available to anyone and located at the Maison de la culture Claude-Léveillée.RulesPlease do not eat or drink near the piano. The piano is fragile, so please take care of it so that everyone can enjoy it. The piano is meant to be shared, so please be courteous and polite. The piano is reserved exclusively for informal playing.For further information or to report a broken instrument: 514 872-6131","2024-10-30","2025-02-21","Villeray–Saint-Michel–Parc-Extension","Arts, culture and community","Public piano","","","","",,"Regular schedule: [mercredi 12:00-19:00, jeudi 12:00-19:00, vendredi 12:00-19:00, samedi 13:00-17:00, dimanche 13:00-17:00]","The schedule may vary depending on the schedule of activities at the arts centre","","","",,"Piano public de la maison de la culture Claude-Léveillée","911, rue Jean-Talon Est",,"H2R1V5","Montréal",-73.613258,45.541562,"295955.4","5044633.7"
"Parc des Gorilles","https://montreal.ca/en/places/parc-des-gorilles","The park, which opened in 2024, is distinctive because of its history as a railroad site. The park incorporates facilities that address the needs and aspirations of residents. Massive tree and shrub planting aims to mitigate the area's heat islands, strengthen biodiversity and ensure ecological management of the park's stormwater and street water. The park's minimalist design, which lets the site's natural beauty shine, includes a universally accessible multipurpose trail, a railroad car where young children can play and socialize, and an agora with a shelter and planters for community activities.The project has also: Greened 78% of the site by planting mini-forests that comprise more than 1,500 trees and 1,400 shrubs Integrated rain gardens to ensure ecological management of the park's water and street water from Rue Waverly Used low-carbon materials to limit soil mineralization Paid tribute to the site's railroad history through the materials and designs that were used Extended the Réseau-Vert, an ecological corridor for active mobility, which runs along the Canadian Pacific Railway (CP) from Rue Masson to Rue Beaubien Ouest.The work “Coexistences – les embranchements réussis” (“Coexistences – Successful Connections”), by artist duo Natacha Clitandre and Salima Punjani, will soon be installed on the site, at the end of a collaborative process conducted by the AmiEs du Parc des Gorilles.The development of the Parc des Gorilles is part of the MIL Montreal project, which aims to create dynamic spaces where urban life and nature meet. MIL Montréal now spans Rosemont‒La-Petite-Patrie, Outremont, Villeray‒Saint-Michel‒Parc-Extension and Le Plateau-Mont-Royal. ","2024-11-20","2025-02-21","Rosemont–La Petite-Patrie","Parks and gardens","Park","","Picnic area,Drinking fountain,Bike stand,Changing table","Wheelchair accessible,Wheelchair accessible with assistance,Stroller-friendly,Assistive devices","",,"Regular schedule à partir du 1 janvier: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc des Gorilles","Between Rue Beaubien Ouest, Saint-Urbain, Saint-Zotique Ouest and Avenue de l’Esplanade",,"H2V1C4","Montréal",-73.60920223571316,45.529011922258576,"296270.2","5043238.6"
"Parc Leta-Graydon","https://montreal.ca/en/places/parc-leta-graydon","A relaxation area for seniors has been developed which includes: A sheltered table where people can sit and talk A game table with a checkerboard A ground game Exercise equipment with guidelines to promote physical fitness Several trees have also been planted. Veterans’ Monument The Veterans' Monument, which is located on the former grounds of the Royal Canadian Legion LaSalle 212 at 7771 Rue Bouvier, will be relocated to Leta-Graydon Park. The monument pays tribute to all those who have served Canada, past and present, in times of war, military conflict or peace. Who was Leta Graydon?  She was co-founder of the Société historique Cavelier-de-LaSalle (with Jacqueline Sicotte). Leta Graydon and her husband Albert Stinson were instrumental in preserving the Fleming Mill and the archaeological site of Église-des-Saints-Anges-de-Lachine. ","2024-11-28","2025-02-21","LaSalle","Parks and gardens","Park","Ping-pong","Shelter,Picnic area,Exercise equipment,Fogger,Training circuit,Drinking fountain,Children's playground,Bike stand,Ping pong table","Wheelchair accessible,Wheelchair accessible with assistance,Stroller-friendly","",,"Regular schedule à partir du 1 janvier: [lundi 07:00-23:00, mardi 07:00-23:00, mercredi 07:00-23:00, jeudi 07:00-23:00, vendredi 07:00-23:00, samedi 07:00-23:00, dimanche 07:00-23:00]","","","","",,"Parc Leta-Graydon","À l’angle des rues Bouvier et Jacqueline-Sicotte",,"H8N2G6","Montréal",-73.61141578,44.3170434125,"295912.4","4908565.9"
"Éco-quartier Rosemont–La Petite-Patrie","https://montreal.ca/en/places/eco-quartier-rosemont-la-petite-patrie","","2019-08-28","2025-02-24","Rosemont–La Petite-Patrie","Points of service","Éco-quartier","","","","",,"Regular schedule: [mardi 08:00-15:00, mercredi 09:00-16:00, jeudi 11:00-18:00]","","","","numéro: 4385203483","info@ecoquartier-rpp.ca","Éco-quartier Rosemont–La Petite-Patrie","5625, rue D'Iberville",,,"Montréal",-73.58137377335552,45.544674052209245,"298445.7","5044976.5"
"Éco-quartier LaSalle","https://montreal.ca/en/places/eco-quartier-lasalle","Contact your éco-quartier to find out what's planned for your neighbourhood, such as clean-up drives or distribution of flowering plants, or to pick up a recycling bin and much more.For any questions, contact the LaSalle Éco-quartier at 514-367-2388, or by e-mail at info@ecolasalle.org.Visit the Éco-quartier's Facebook page to be informed of all LaSalle's environmental news.","2019-08-28","2025-02-28","LaSalle","Points of service","Éco-quartier","","Battery or cell phone drop-off,Free parking,Washroom","Wheelchair accessible,Stroller-friendly,Elevator,Alternative accessible entrance,Reserved parking spaces (permit),Automatic opening door,Access ramp,Accessible parking,Accessible washrooms,Drop-off zone","",,"Regular schedule: [lundi 09:00-17:00, mardi 09:00-17:00, mercredi 09:00-17:00, jeudi 09:00-17:00, vendredi 09:00-17:00]","Hours for appointments","","","numéro: 5143672388",,"Éco-quartier LaSalle","55 Avenue Dupras",,"H8R4A8","Montréal",-73.661233,45.42832,"292183.6","5032055.5"
"Gymnase de l’école primaire Notre-Dame-de-Lourdes","https://montreal.ca/en/places/gymnase-de-lecole-primaire-notre-dame-de-lourdes","The gymnasium at École Notre-Dame-de-Lourdes is equipped for parent-child sports activities including basketball, ball hockey, soccer, kin-ball (Omnikin), balloon ball, volleyball and badminton.


","2019-08-26","2025-03-11","Verdun","Sports and recreation","Gymnasium","Badminton,Basketball,Soccer,Volleyball","Drinking fountain,Washroom","","",,"","","","","numéro: 5147657150",,"Gymnase de l’école primaire Notre-Dame-de-Lourdes","504 5e Avenue",,"H4G2Z1","Montréal",-73.571492,45.455899,"299208.5","5035110.2"
"Parc des Rapides skating rink","https://montreal.ca/en/places/parc-des-rapides-skating-rink","ReservationsNo ice time reservations for this rink.Ice conditionsCheck the ice conditions before you go.","2022-12-21","2025-03-12","LaSalle","Sports and recreation","Skating rink","Skating","","","","Temporarily closed","","","","","",,"Parc des Rapides skating rink","7770 boulevard LaSalle",,"H8P1X6","Montréal",-73.593750637017,45.427989550714,"297464.0","5032010.4"
"Parc de la Reine-Élizabeth ball, baseball field","https://montreal.ca/en/places/parc-de-la-reine-elizabeth-ball-baseball-field","You must make a reservation.","2021-03-21","2025-03-13","Verdun","Sports and recreation","Ball or baseball field","Baseball","","","",,"Regular schedule: [lundi 07:00-23:00, mardi 07:00-23:00, mercredi 07:00-23:00, jeudi 07:00-23:00, vendredi 07:00-23:00, samedi 07:00-21:00, dimanche 07:00-21:00]","","","","",,"Parc de la Reine-Élizabeth ball, baseball field","Rue Penniston",,"H4H2N7","Montréal",-73.592538278542,45.438793424081,"297560.3","5033210.9"
"Parc de la Reine-Élizabeth soccer field","https://montreal.ca/en/places/parc-de-la-reine-elizabeth-soccer-field","You must make a reservation.","2021-03-21","2025-03-13","Verdun","Sports and recreation","Soccer field","Soccer","","","",,"Regular schedule: [lundi 07:00-23:00, mardi 07:00-23:00, mercredi 07:00-23:00, jeudi 07:00-23:00, vendredi 07:00-23:00, samedi 07:00-21:00, dimanche 07:00-21:00]","","","","",,"Parc de la Reine-Élizabeth soccer field","Rue Penniston",,"H4H2N7","Montréal",-73.593148481096,45.438022720646,"297512.4","5033125.4"
"Parc de la Reine-Élizabeth outdoor tennis courts","https://montreal.ca/en/places/parc-de-la-reine-elizabeth-outdoor-tennis-courts","","2021-04-03","2025-03-13","Verdun","Sports and recreation","Tennis or pickleball court","Tennis","","","",,"Regular schedule: [lundi 07:00-22:00, mardi 07:00-22:00, mercredi 07:00-22:00, jeudi 07:00-22:00, vendredi 07:00-22:00, samedi 07:00-22:00, dimanche 07:00-22:00]","","","","",,"Parc de la Reine-Élizabeth outdoor tennis courts","Rue Penniston",,"H4H2N7","Montréal",-73.59241837749015,45.439091038902006,"297569.7","5033244.0"
"Parc de la Reine-Élizabeth welcome center","https://montreal.ca/en/places/parc-de-la-reine-elizabeth-welcome-center","The Chalet houses washrooms and rest area.","2021-02-19","2025-03-13","Verdun","Parks and gardens","Welcome centre","","Washroom","","","Temporarily closed","","","","","",,"Parc de la Reine-Élizabeth welcome center","Rue Penniston",,"H4H2N7","Montréal",-73.593385856591,45.437656667875,"297493.8","5033084.7"
"Parc du Père-Marquette sledding hill","https://montreal.ca/en/places/parc-du-pere-marquette-sledding-hill","The hill is open for sledding and snowboarding every day from 7 a.m. to 11 p.m. In the evenings, remember there are neighbours nearby and keep your voices down. There is a reserved hillside just for snowboarding.
Check sledding conditions before you travel. 
Practicing these activities involves certain risks. A few rules are necessary so that everyone can have a safe and enjoyable time.
","2022-11-21","2025-03-14","Rosemont–La Petite-Patrie","Sports and recreation","Sledding slope","Sledding","","","","Temporarily closed","","","Open sleddingA parent or adult must supervise children ages six and under.Parental or adult supervision is strongly recommended for children 10 and under.The sled or other sledding equipment must be large enough to protect feet and hands.Snowboards and skis are strictly forbidden.Wearing a helmet is strongly recommended.Use of the site outside of park hours is prohibited. Access may be closed due to weather conditions.It is forbidden to modify the initial configuration of the slopes.Dogs are not allowed on the site.It is strictly forbidden to bring glass containers on the site.When sledding:Sledding in groups is prohibited. Sledding head first is prohibited. Wait until the bottom of the hill is clear before starting to descend in order to prevent the risk of collisions.Leave the bottom of the hill as soon as possible.Use the designated area to climb back up the hill.Authorized equipmentCrazy carpetsSaucer sledsToboggansSledsSnow racersInner tubes","","",,"Parc du Père-Marquette sledding hill","1602 Rue de Bellechasse",,"H2G1N9","Montréal",-73.59367020971138,45.537713709625564,"297484.5","5044204.1"
"Parc Médéric-Martin tennis courts","https://montreal.ca/en/places/parc-mederic-martin-tennis-courts","You must reserve tennis courts before you arrive.Note that only two courts out of four are accessible until Thursday, April 21, 2022.","2020-10-16","2025-03-19","Ville-Marie","Sports and recreation","Tennis or pickleball court","Pickleball,Tennis","Drinking fountain,Bike stand,Pickleball court,Free Wi-Fi","Wheelchair accessible,Ground-level entrance,Access way,Accessible washrooms,Drop-off zone","",,"","","La réservation d’un terrain est pour une durée maximale de deux heures.","Cash,Carte de crédit MasterCard et Visa,Debit card","numéro: 5147142144",,"Parc Médéric-Martin tennis courts","2255, rue du Havre",,"H2K2X9","Montréal",-73.5549640226764,45.53506018772367,"300507.2","5043906.4"
"Complexe environnemental de Saint-Michel","https://montreal.ca/en/places/complexe-environnemental-de-saint-michel","The Complexe environnemental de Saint-Michel (CESM) processes and converts waste, conducts research and offers education about environmental topics. A large part of the CESM is used for environmental purposes. It is home to:A sorting centre, where all of Montrealers' recyclables are sent An electrical plant, which converts all the biogases produced at the landfill into electricityComposting and wood chipping sitesThe CESM is surrounded by one of Montréal's largest green spaces, the Parc Frédérick-Back.","2020-06-03","2025-03-21","","Recycling and waste","Administrative building","","","","",,"","","","","",,"Complexe environnemental de Saint-Michel","2235, Michel-Jurdant",,"H1Z4N1","Montréal",-73.619209742763,45.558936980839,"295493.5","5046565.3"
"Parc du Bois-des-Caryers","https://montreal.ca/en/places/parc-du-bois-des-caryers","Parc du Bois-des-Caryers is a park for relaxing, taking in the natural scenery or enjoying outdoor activities.
","2019-11-20","2025-03-24","LaSalle","Parks and gardens","Park","","","","",,"Regular schedule: [lundi 07:00-23:00, mardi 07:00-23:00, mercredi 07:00-23:00, jeudi 07:00-23:00, vendredi 07:00-23:00, samedi 07:00-23:00, dimanche 07:00-23:00]","","","","",,"Parc du Bois-des-Caryers","Rue du Bois-des-Caryers",,"H8N0B5","Montréal",-73.61248894997364,45.440698412638596,"295999.7","5033424.6"
"Charles-Nagy community garden","https://montreal.ca/en/places/charles-nagy-community-garden","If you like to grow flowers, herbs and vegetables, LaSalle’s community gardens are a great place to enjoy your hobby.
","2021-01-13","2025-03-26","LaSalle","Parks and gardens","Garden","","","","",,"","","","","numéro: 5143672384","lasalle.horticulture@gmail.com","Charles-Nagy community garden","Société d’horticulture de LaSalle","Boulevard LaSalle, between Rue des Oblats et l’avenue Bélanger","H8R2N5","Montréal",-73.655226867638,45.423004767029,"292652.5","5031463.9"
"Des Rapides community garden","https://montreal.ca/en/places/des-rapides-community-garden","If you like to grow flowers, herbs and vegetables, LaSalle’s community gardens are a great place to enjoy your hobby.","2021-01-13","2025-03-26","LaSalle","Parks and gardens","Garden","","","","",,"","","","","numéro: 5143672383",,"Des Rapides community garden","Société d’horticulture des Rapides","Boulevard LaSalle, near the Canal de l’Aqueduc","H8P1Z8","Montréal",-73.629177253686,45.416867306457,"294689.9","5030778.3"
"Square Viger dog park","https://montreal.ca/en/places/square-viger-dog-park","The park is equipped with various exercise modules to stimulate and entertain the dogs.For the safety and comfort of all dogs, the park is divided into two zones: one zone for small to medium sized dogs and another for larger dogs. A fresh water fountain with bowls is available for dogs to quench their thirst at any time.Picnic tables and benches provide a comfortable space for dog owners. You can sit back and relax while watching your dogs at play.","2025-03-27","2025-03-27","Ville-Marie","Parks and gardens","Dog Park","","Picnic area","","",,"Regular schedule: [lundi 07:00-23:00, mardi 07:00-23:00, mercredi 07:00-23:00, jeudi 07:00-23:00, vendredi 07:00-23:00, samedi 07:00-23:00, dimanche 07:00-23:00]","","","","",,"Square Viger dog park","Corner of Saint-André & Saint-Antoine E",,"H2L0J3","Montréal",-73.552659,45.514141619,"300685.7","5041581.6"
"Complexe sportif Claude-Robillard gymnasium","https://montreal.ca/en/places/complexe-sportif-claude-robillard-gymnasium","","2020-11-10","2025-04-02","Ahuntsic-Cartierville","Sports and recreation","Gymnasium","Badminton","Running track,Free parking,Washroom,Changing rooms,Free Wi-Fi","Elevator,Ground-level entrance,Accessible parking","",,"","","Tenue obligatoire : Les joueurs et joueuses doivent porter un chandail ou une camisole ainsi que des chaussures de sport.Occupation des terrains : Maximum de quatre personnes par terrain.Restrictions d’accès : Les véhicules tels que les vélos, les trottinettes ainsi que les poussettes, sont interdits à l’intérieur de l’installation.Cours privés : Les cours privés sont interdits. Seuls les partenaires de la Ville de Montréal ayant l’autorisation de la ville peuvent donner des cours sur nos plateaux.Respect du personnel et des règles : Les utilisateurs et utilisatrices sont invités à respecter le personnel et à suivre leurs recommandations et demandes. Toute personne ne respectant pas les règlements ou perturbant le bon déroulement du jeu sera expulsée sans préavis.","","numéro: 5148726900","cscr@montreal.ca","Complexe sportif Claude-Robillard gymnasium","1000, avenue Émile-Journault",,"H2M2E7","Montréal",-73.636467497788,45.552868031221,"294145.0","5045893.0"
"Parc Sainte-Lucie skating rink","https://montreal.ca/en/places/parc-sainte-lucie-skating-rink","Please check the ice conditons before going there in person.","2020-10-27","2025-04-04","Villeray–Saint-Michel–Parc-Extension","Sports and recreation","Skating rink","Skating","","Ground-level entrance,Drop-off zone","","Temporarily closed","Regular schedule: [lundi 08:00-22:00, mardi 08:00-22:00, mercredi 08:00-22:00, jeudi 08:00-22:00, vendredi 08:00-22:00, samedi 08:00-22:00, dimanche 08:00-22:00]","","","","",,"Parc Sainte-Lucie skating rink","9093, 16e Avenue",,"H1Z3P8","Montréal",-73.626610124412,45.575556384368,"294918.6","5048413.1"
"Place Shamrock","https://montreal.ca/en/places/place-shamrock","This pedestrian street between Rue Saint-Dominique and Avenue Casgrain  in Little Italy links two very popular places in Montréal: Boulevard Saint-Laurent and the Jean Talon Market. As such, the area is naturally popular with residents, who have made it a regular meeting place. Its colourful ground markings and fun installations have greatly contributed to its popularity with residents. 
Objective

Offer an attractive and lively public space to residents and the area’s business clientele.

Installations

Picnic area with 100 seated places
Food preparation area
Play installations for kids
Multi-purpose area for activities
Lighting system to make getting around safer.

","2019-08-30","2025-04-04","Rosemont–La Petite-Patrie","Sports and recreation","Place","","Picnic area,Drinking fountain","","",,"","","","","",,"Place Shamrock","70 Avenue Shamrock",,"H2S1A6","Montréal",-73.616242390126,45.534655273494,"295721.2","5043866.5"
